WORD	BFRQ	CNC	KFCAT	FAM	KFSMP	IMG	KFFRQ	NLET	CMEAN	NPHN	NSYL	T-LFRQ
FARTS	-	-	-	-	-	-	-	5	-	-	-	-
LAUNCHED	1	-	-	-	-	-	-	8	-	-	-	-
TRYING	83	-	15	-	119	-	163	6	-	-	1	92
TOGGLES	-	-	-	-	-	-	-	7	-	-	-	-
ASSUREDLY	-	-	3	-	3	-	4	9	-	-	4	13
POLICE	9	-	12	-	56	-	155	6	-	5	2	618
AIRPLANE	-	-	8	-	9	-	11	8	-	-	2	257
EUREKA	-	-	-	-	-	-	-	6	-	6	3	-
WADING	-	-	-	-	-	-	-	6	-	-	-	-
STRAWBERRIES	-	-	-	-	-	-	-	12	-	-	-	-
BOUNDLESS	-	-	2	-	2	-	2	9	-	-	2	11
RACHEL	-	-	-	-	-	-	-	6	-	-	-	-
FURY	-	305	7	443	12	462	19	4	-	5	2	113
HOTEL	9	591	12	565	60	597	126	5	454	5	2	832
FLIRT	-	-	1	-	1	-	1	5	-	4	1	45
OCCURS	2	-	-	-	-	-	-	6	-	-	-	-
WAXING	-	-	-	-	-	-	-	6	-	-	-	-
PROLONGED	1	-	-	-	-	-	-	9	-	-	-	-
BLACKMAIL	-	-	2	-	2	-	2	9	-	7	2	45
CONDIMENTS	-	-	-	-	-	-	-	10	-	-	-	-
STEAK	2	646	5	558	8	647	10	5	533	4	1	105
SAVES	2	-	-	-	-	-	-	5	-	-	-	-
WOODS	1	-	-	-	-	-	-	5	-	-	-	-
SIPS	-	-	-	-	-	-	-	4	-	-	-	-
REVEALED	-	-	10	517	31	346	39	8	-	-	3	-
FOREVER	3	-	14	-	30	-	39	7	-	6	3	352
OVERRIDE	-	-	1	-	1	-	1	8	-	6	3	11
WEDDED	1	-	3	-	4	-	4	6	-	-	2	12
FLOATATION	-	-	-	-	-	-	-	10	-	8	3	-
MONTE	-	-	3	-	5	-	5	5	-	5	2	-
RIBBON	-	600	5	480	9	563	12	6	-	5	2	147
CATAPULT	-	-	-	-	-	-	-	8	-	8	3	10
PREFRONTAL	-	-	-	-	-	-	-	10	-	-	3	-
PLATE	2	595	7	556	12	527	22	5	460	4	1	316
TAUTOLOGY	-	-	-	-	-	-	-	9	-	8	4	-
EDUCATION	18	320	12	585	69	416	214	9	-	9	4	530
INVESTMENTS	1	-	-	-	-	-	-	11	-	-	-	-
ESCAPING	-	-	-	-	-	-	-	8	-	-	-	-
POPPA	-	-	-	-	-	-	-	5	-	-	2	-
TURBULENCE	-	-	3	-	3	-	3	10	-	9	3	1
DEFENDING	1	-	-	-	-	-	-	9	-	-	-	-
BUTTOCK	-	-	-	-	-	-	-	7	-	5	2	-
SCOUTS	-	-	-	-	-	-	-	6	-	-	-	-
ELDERLY	-	-	9	-	13	-	13	7	-	6	3	94
WRECKER	-	-	-	-	-	-	-	7	-	4	2	-
IODINE	-	576	1	396	2	508	18	6	-	5	3	13
SECONDARY	-	-	8	-	23	-	31	9	-	9	4	44
HEATERS	-	-	-	-	-	-	-	7	-	-	-	-
SCHOOLGIRL	-	-	1	-	1	-	1	10	-	7	2	43
URANIUM	-	-	2	-	2	-	6	7	-	8	3	-
AZTEC	-	-	-	-	-	-	-	5	-	-	2	-
DUD	2	-	1	-	1	-	1	3	-	3	1	-
TRACKED	-	-	-	-	-	-	-	7	-	-	-	-
CONTROVERSY	1	-	9	-	22	-	26	11	-	10	4	25
COMAS	-	-	-	-	-	-	-	5	-	-	-	-
CONJUGAL	-	-	2	-	2	-	3	8	-	8	3	5
FOLDER	1	-	1	-	1	-	1	6	-	5	2	27
SIGHTS	-	-	-	-	-	-	-	6	-	-	-	-
HERB	-	558	3	514	4	502	7	4	445	3	1	54
TOWED	-	-	-	-	-	-	-	5	-	-	-	-
CRUEL	1	367	7	521	14	422	15	5	487	-	1	165
TOP	27	435	15	571	128	486	204	3	477	3	1	896
ENDEARING	-	-	-	-	-	-	-	9	-	-	-	-
VACUUM	1	389	9	487	11	479	20	6	-	7	2	48
MEMORIZING	-	-	-	-	-	-	-	10	-	-	-	-
KIMBERLEY	-	-	-	-	-	-	-	9	-	-	-	-
EVOLVE	1	-	3	-	5	-	5	6	-	5	2	44
PATCHED	-	-	-	-	-	-	-	7	-	-	-	-
ICH	-	-	1	-	1	-	1	3	-	-	1	-
EXAGGERATED	3	-	7	-	13	-	13	11	-	-	5	-
CARPENTRY	-	-	3	-	3	-	4	9	-	8	3	-
FEET	23	642	15	611	131	597	283	4	463	3	1	1540
CLOWN	-	627	3	511	3	589	3	5	472	4	1	19
SWEETHEART	-	-	6	-	6	-	9	10	-	7	2	157
STUDY	16	-	14	-	117	-	246	5	-	5	2	942
TROLLING	-	-	-	-	-	-	-	8	-	-	-	-
AMEN	-	-	4	-	5	-	19	4	-	4	2	7
WALLOWING	-	-	-	-	-	-	-	9	-	-	-	-
CHIPPED	-	-	-	-	-	-	-	7	-	-	-	-
BOOING	-	-	-	-	-	-	-	6	-	-	-	-
IMPROVING	-	-	7	-	15	-	16	9	-	-	3	-
CALLS	3	-	-	-	-	-	-	5	-	-	-	-
JOGGER	-	-	-	-	-	-	-	6	-	4	2	-
CAPED	-	-	-	-	-	-	-	5	-	-	2	-
ROMANTIC	4	-	9	-	24	-	32	8	-	8	3	191
STAGNANT	1	-	5	-	5	-	5	8	-	8	2	10
SOULLESS	-	-	-	-	-	-	-	8	-	-	2	-
BURNER	-	500	-	518	-	488	-	6	377	4	2	48
CORSAGE	-	-	1	-	1	-	1	7	-	5	2	-
PRESERVED	-	-	-	-	-	-	-	9	-	-	-	-
FRAGRANCE	-	-	3	-	4	-	6	9	-	8	2	70
MIXTURE	3	356	8	588	22	433	30	7	-	7	2	-
ARTICLES	5	-	-	-	-	-	-	8	-	-	-	-
SKIPPED	-	-	-	-	-	-	-	7	-	-	-	-
CREAMS	-	-	-	-	-	-	-	6	-	-	-	-
CONFIRMED	1	-	11	-	18	-	20	9	-	-	3	-
STATED	1	-	12	-	53	-	85	6	-	-	2	-
REINFORCEMENT	-	-	2	-	2	-	2	13	-	11	4	4
SALADS	-	-	-	-	-	-	-	6	-	-	-	-
LIABLE	1	-	5	-	6	-	6	6	-	5	3	31
IMPROVED	2	-	-	-	-	-	-	8	-	-	-	-
UNPLEASING	-	-	-	-	-	-	-	10	-	8	3	-
DIRE	3	-	1	-	1	-	1	4	-	-	1	30
DIRE	3	-	1	-	1	-	1	4	-	3	2	30
CAPTIONS	-	-	-	-	-	-	-	8	-	-	-	-
SURPRISED	22	-	-	-	-	-	-	9	-	-	-	-
PLAQUE	-	-	2	-	2	-	2	6	-	-	2	-
NIGHTS	5	-	-	-	-	-	-	6	-	-	-	-
CURLER	-	600	-	501	-	521	-	6	387	4	2	-
TREMENDOUSLY	1	-	-	-	-	-	-	12	-	-	-	-
SCALY	-	-	-	-	-	-	-	5	-	5	2	2
FORWARD	17	-	14	596	80	329	115	7	-	5	2	736
TISSUE	-	-	6	-	12	-	41	6	-	5	2	63
ORDINARY	19	-	11	584	50	271	72	8	-	-	4	307
ORDINARY	19	-	11	584	50	271	72	8	-	5	3	307
PARMESAN	-	-	-	-	-	-	-	8	-	7	3	-
REVELATIONS	1	-	-	-	-	-	-	11	-	-	-	-
GEORGIA	-	-	-	-	-	-	-	7	-	-	-	-
LUMBERJACK	-	-	-	-	-	-	-	10	-	-	-	-
TRAVELLING	5	-	4	-	4	-	4	10	-	-	3	-
GRAB	-	-	8	-	15	-	16	4	-	4	1	202
INDICATORS	-	-	-	-	-	-	-	10	-	-	-	-
APPARENT	-	-	13	531	52	266	57	8	-	7	3	95
SOCKS	3	-	-	-	-	-	-	5	-	-	-	-
PESTS	-	-	-	-	-	-	-	5	-	-	-	-
ENJOYABLE	1	-	2	-	2	-	2	9	-	7	4	20
DETERGENT	-	-	3	-	4	-	25	9	-	8	3	-
GRINS	-	-	-	-	-	-	-	5	-	-	-	-
COUNTS	2	-	-	-	-	-	-	6	-	-	-	-
TYPING	6	-	-	-	-	-	-	6	-	-	-	-
CRISP	-	-	4	-	7	-	8	5	-	5	1	154
SOUNDING	-	-	3	-	3	-	3	8	-	-	2	-
PROTOCOL	-	264	3	306	3	258	3	8	229	8	3	10
STOCKINGS	-	-	-	-	-	-	-	9	-	-	-	-
FORWARDING	-	-	1	-	1	-	1	10	-	-	3	-
DESIRABILITY	-	-	2	-	2	-	2	12	-	13	7	14
MISSED	-	-	-	-	-	-	-	6	-	-	-	-
BUTTERCUP	-	-	-	-	-	-	-	9	-	7	3	8
NARY	-	-	1	-	1	-	1	4	-	-	2	-
SQUEAKY	-	-	1	-	1	-	1	7	-	6	2	-
PATHETICALLY	1	-	-	-	-	-	-	12	-	-	-	-
WORTHWHILE	5	-	-	-	-	-	-	10	-	-	-	-
EATS	-	-	-	-	-	-	-	4	-	-	-	-
PAYLOADS	-	-	-	-	-	-	-	8	-	-	-	-
LARGER	1	-	-	-	-	-	-	6	-	-	-	-
TAR	-	597	2	491	3	550	12	3	346	2	1	16
CHEEKBONES	-	-	-	-	-	-	-	10	-	-	-	-
SPOOL	-	565	-	499	-	552	-	5	347	4	1	10
MEANING	13	-	15	-	76	-	127	7	-	5	2	218
OSCARS	-	-	-	-	-	-	-	6	-	-	-	-
CLIMBING	1	-	-	-	-	-	-	8	-	-	-	-
WHISKEY	1	604	7	574	13	592	17	7	475	5	2	97
MUNCHING	-	-	-	-	-	-	-	8	-	-	-	-
RUSE	-	-	2	-	2	-	2	4	-	3	1	14
RUSE	-	-	2	-	2	-	2	4	-	4	2	14
REDEEMING	-	-	-	-	-	-	-	9	-	-	-	-
UNDERGROUND	1	-	10	-	15	-	19	11	-	9	3	19
LIFELIKE	-	-	2	-	3	-	3	8	-	6	2	2
VIEWERS	-	-	-	-	-	-	-	7	-	-	-	-
ESCROW	-	-	-	-	-	-	-	6	-	-	2	-
BOSSY	-	-	-	-	-	-	-	5	-	4	2	-
HARSH	-	359	7	509	12	379	12	5	407	-	1	76
DECIDES	-	-	-	-	-	-	-	7	-	-	-	-
PROMISES	2	-	-	-	-	-	-	8	-	-	-	-
ARTICULATED	-	-	-	-	-	-	-	11	-	-	-	-
HORNY	4	-	-	-	-	-	-	5	-	4	2	7
DUNGEON	-	562	2	428	2	579	2	7	430	6	2	7
ORGANIZED	5	-	-	-	-	-	-	9	-	-	-	-
FLAUNTS	-	-	-	-	-	-	-	7	-	-	-	-
ADDITIONAL	3	-	11	489	85	303	120	10	-	7	4	-
TALKS	8	-	-	-	-	-	-	5	-	-	-	-
COSMOLOGY	-	-	2	-	2	-	3	9	-	9	4	-
MARBLES	-	-	-	-	-	-	-	7	-	-	-	-
HOWEVER	15	186	15	552	282	247	552	7	287	5	3	1263
SOIL	-	581	11	516	23	566	54	4	448	3	1	344
ION	-	-	2	380	5	348	6	3	-	-	1	1
SATE	-	-	-	-	-	-	-	4	-	3	1	5
BEIGE	-	-	1	-	1	-	1	5	-	3	1	26
BUNSEN	-	-	-	-	-	-	-	6	-	-	2	-
HALT	1	345	7	465	10	417	10	4	431	4	1	149
APPROPRIATING	-	-	-	-	-	-	-	13	-	-	-	-
REPAIRS	-	-	-	-	-	-	-	7	-	-	-	-
HAMSTRUNG	-	-	-	-	-	-	-	9	-	-	-	-
OBSESS	-	-	-	-	-	-	-	6	-	5	2	18
QUILTING	-	-	-	-	-	-	-	8	-	-	2	4
HISTORIC	-	-	9	-	16	-	23	8	-	8	3	47
SHOT	8	467	13	531	52	535	112	4	433	3	1	793
ANTICIPATED	-	-	-	-	-	-	-	11	-	-	-	-
REPOSITION	-	-	-	-	-	-	-	10	-	-	4	-
MENUS	-	-	-	-	-	-	-	5	-	-	-	-
JENNY	-	-	2	-	2	-	8	5	-	4	2	64
CONSTRUCT	-	-	4	-	11	-	12	9	-	9	2	81
CRIME	4	387	11	537	23	471	34	5	482	4	1	312
GRAVITY	-	302	4	493	6	388	7	7	-	7	3	35
PLUMB	-	459	3	461	4	501	5	5	351	4	1	31
FAULTY	-	-	4	-	6	-	8	6	-	5	2	25
ICEMAN	-	-	-	-	-	-	-	6	-	-	3	-
ILLITERATE	-	-	3	-	7	-	8	10	-	8	4	26
TASKS	-	-	-	-	-	-	-	5	-	-	-	-
INSTANTLY	1	-	11	-	19	-	19	9	-	-	3	246
DENNIS	-	-	-	-	-	-	-	6	-	-	-	-
MASTURBATION	-	-	-	-	-	-	-	12	-	-	-	-
SPIDERS	-	-	-	-	-	-	-	7	-	-	-	-
SPLINTERED	-	-	-	-	-	-	-	10	-	-	-	-
JAW	2	617	7	529	11	573	16	3	418	2	1	152
TURNING	7	-	14	-	62	-	75	7	-	5	2	-
OPTICAL	-	-	3	-	8	-	19	7	-	7	3	3
PERIPHERAL	1	-	3	-	6	-	8	10	-	9	4	-
LEVER	-	572	3	518	6	515	14	5	411	4	2	15
SIGHING	-	-	2	-	4	-	5	7	-	-	2	-
BRACELET	-	602	1	547	1	606	1	8	461	7	2	71
SHUFFLING	-	-	2	-	3	-	3	9	-	-	2	-
DATA	1	-	10	-	48	-	173	4	-	4	2	26
TOUGHIE	-	-	-	-	-	-	-	7	-	-	-	-
RECENTLY	26	-	-	-	-	-	-	8	-	-	-	-
ADDITIONALLY	-	-	-	-	-	-	-	12	-	-	-	-
NEAT	2	314	11	528	21	495	21	4	493	3	1	157
MOLECULE	-	453	2	464	4	470	6	8	411	8	3	2
MATERNAL	-	-	5	-	5	-	5	8	-	6	3	39
CATTINESS	-	-	-	-	-	-	-	9	-	-	-	-
PUBLISHED	5	-	-	-	-	-	-	9	-	-	-	-
PRIME	3	360	10	492	26	386	45	5	475	4	1	65
UNCOMFORTABLE	2	-	8	-	13	-	13	13	-	11	5	112
DISSECTED	-	-	-	-	-	-	-	9	-	-	3	-
FISHING	2	509	10	532	19	599	32	7	415	-	2	-
DIAGRAM	1	-	5	-	7	-	10	7	-	-	2	25
DIAGRAM	1	-	5	-	7	-	10	7	-	7	3	25
CRUMB	-	541	1	524	1	497	3	5	385	4	1	154
GLAND	1	-	2	-	3	-	9	5	-	5	1	22
SUBJECT	51	406	15	590	104	418	161	7	-	7	2	641
DEFEND	3	-	7	-	21	-	21	6	-	6	2	136
BARRELLING	-	-	-	-	-	-	-	10	-	-	-	-
THROWING	-	-	10	-	16	-	17	8	-	-	2	-
GERTIE	-	-	-	-	-	-	-	6	-	-	-	-
READERS	-	-	-	-	-	-	-	7	-	-	-	-
PLEASANTLY	-	-	-	-	-	-	-	10	-	-	-	-
DILATED	-	-	2	-	2	-	2	7	-	-	3	-
CHOKE	-	-	5	-	6	-	9	5	-	4	1	197
DREDGE	-	-	-	-	-	-	-	6	-	4	1	11
ANONYMITY	2	-	2	-	2	-	2	9	-	9	5	-
RHETORICAL	-	-	-	-	-	-	-	10	-	9	4	2
PERSONALITIES	-	-	-	-	-	-	-	13	-	-	-	-
INSTALLED	-	-	-	-	-	-	-	9	-	-	-	-
TARDINESS	-	-	-	-	-	-	-	9	-	-	-	-
CURT	-	-	2	-	2	-	32	4	-	3	1	38
INTENTLY	-	-	-	-	-	-	-	8	-	-	-	-
TRIDENTS	-	-	-	-	-	-	-	8	-	-	-	-
SPOKE	13	526	13	532	64	466	87	5	413	4	1	908
QUICKEST	1	-	-	-	-	-	-	8	-	-	-	-
DEMOTED	-	-	-	-	-	-	-	7	-	-	-	-
CLIMACTIC	-	-	2	-	3	-	4	9	-	9	3	-
CURDLE	-	-	-	-	-	-	-	6	-	4	2	14
RETINA	-	-	1	-	1	-	1	6	-	6	3	1
DRAG	-	-	8	-	15	-	15	4	-	4	1	367
ICONIC	-	-	-	-	-	-	-	6	-	6	3	-
CRAYONS	-	-	-	-	-	-	-	7	-	-	-	-
HIGH	29	371	15	612	250	463	497	4	521	2	1	1674
IODIDE	-	-	1	-	2	-	8	6	-	5	3	-
LAWSUIT	-	-	1	-	1	-	1	7	-	-	2	13
RECURRING	-	-	-	-	-	-	-	9	-	-	-	-
EVALUATE	-	388	5	502	11	340	13	8	372	8	4	6
INVOKING	-	-	-	-	-	-	-	8	-	-	-	-
SHADE	-	-	10	-	19	-	28	5	-	3	1	520
CUISINE	-	497	1	335	1	541	1	7	-	6	2	8
ORIENTED	-	-	-	-	-	-	-	8	-	-	-	-
INVESTORS	-	-	-	-	-	-	-	9	-	-	-	-
PROTECT	4	-	9	-	30	-	34	7	-	7	2	383
BASED	6	-	-	-	-	-	-	5	-	-	-	-
TEASE	-	-	4	-	5	-	6	5	-	3	1	105
FASTEST	1	-	-	-	-	-	-	7	-	-	-	-
SYMBOLIC	1	-	5	-	13	-	35	8	-	8	3	10
TESTED	1	-	-	-	-	-	-	6	-	-	-	-
SINGULARITY	-	-	1	-	1	-	1	11	-	12	5	-
TESTIFY	-	-	5	-	8	-	8	7	-	7	3	100
ARBITRARY	2	-	7	427	18	276	21	9	-	8	4	14
PREMISE	-	-	4	-	6	-	7	7	-	6	2	28
PROCEED	-	-	6	-	18	-	18	7	-	6	2	-
HOLDING	7	-	13	-	57	-	65	7	-	6	2	37
ASPARAGUS	-	608	1	534	1	590	1	9	442	9	4	53
HORRORS	4	-	-	-	-	-	-	7	-	-	-	-
LACTOSE	-	-	-	-	-	-	-	7	-	-	2	-
SMUGGLED	-	-	-	-	-	-	-	8	-	-	-	-
FRONTIER	-	-	9	-	21	-	30	8	-	7	2	52
COMEDIAN	-	-	4	-	5	-	5	8	-	8	3	33
DESIRES	-	-	-	-	-	-	-	7	-	-	-	-
REPRINTING	-	-	-	-	-	-	-	10	-	-	-	-
WALK	19	452	12	625	66	505	100	4	470	3	1	2084
ACTUAL	14	-	10	589	61	259	100	6	-	7	2	246
WONDERING	7	-	-	-	-	-	-	9	-	-	-	-
GRILLING	-	-	-	-	-	-	-	8	-	-	-	-
SYNTAX	1	-	3	-	5	-	6	6	-	7	2	-
APPLIED	23	-	13	-	66	-	106	7	-	-	2	20
ROTTEN	3	-	1	-	2	-	2	6	-	4	2	93
BREEZE	-	500	10	511	12	560	14	6	-	4	1	96
ARRANGES	1	-	-	-	-	-	-	8	-	-	-	-
EXCITING	4	-	11	576	24	407	29	8	-	-	3	65
VALENCE	-	-	-	-	-	-	-	7	-	6	2	-
MONOXIDE	-	-	-	-	-	-	-	8	-	8	3	3
DON	2	-	7	-	15	-	23	3	-	3	1	130
TEA	26	609	9	572	20	599	28	3	449	2	1	484
QUESTING	-	-	-	-	-	-	-	8	-	-	-	-
YOURSELF	36	-	12	618	52	426	67	8	-	6	2	907
WAITER	-	-	2	-	4	-	10	6	-	4	2	156
CERTAINLY	87	-	-	-	-	-	-	9	-	-	-	-
LEAP	1	389	8	539	12	494	14	4	510	3	1	304
COLLABORATE	-	-	2	-	2	-	2	11	-	9	4	10
SCOOTER	-	565	-	468	-	569	-	7	374	5	2	-
IMPENDING	1	-	-	-	-	-	-	9	-	-	-	-
SHUFFLE	1	-	2	-	3	-	3	7	-	4	2	68
MORES	-	-	-	-	-	-	-	5	-	-	-	-
DISPROVED	-	-	-	-	-	-	-	9	-	-	-	-
BOOKS	62	-	-	-	-	-	-	5	-	-	-	-
LIVER	1	617	7	481	10	571	16	5	387	4	2	39
HUBRIS	-	-	-	-	-	-	-	6	-	-	-	-
CONSTANTLY	3	-	-	-	-	-	-	10	-	-	-	-
REACHES	1	-	-	-	-	-	-	7	-	-	-	-
HERRING	-	617	2	425	2	524	2	7	361	5	2	66
DRAWS	2	-	-	-	-	-	-	5	-	-	-	-
JOINED	4	-	-	-	-	-	-	6	-	-	-	-
WISDOM	-	275	12	510	35	381	44	6	518	6	2	139
LUNG	10	569	5	546	6	576	16	4	435	3	1	75
TUNE	2	464	6	545	10	463	10	4	487	4	1	138
PARSING	-	-	-	-	-	-	-	7	-	-	-	-
BEVERAGE	-	526	3	566	4	565	5	8	-	7	3	49
LANDLOCKED	-	-	-	-	-	-	-	10	-	-	3	-
LANDLOCKED	-	-	-	-	-	-	-	10	-	8	2	-
REINDEER	-	-	-	-	-	-	-	8	-	5	2	1
TIRE	-	563	6	546	8	511	22	4	400	3	2	865
BLOCKED	4	-	-	-	-	-	-	7	-	-	-	-
SPECIMENS	-	-	-	-	-	-	-	9	-	-	-	-
BRENDA	-	-	-	-	-	-	-	6	-	-	-	-
IMPERSONATION	-	331	1	414	2	375	2	13	-	11	5	12
VOMITED	-	-	-	-	-	-	-	7	-	-	-	-
CONTACT	11	456	13	543	37	449	63	7	408	7	2	229
HIDE	2	451	8	515	20	430	22	4	388	3	1	379
SPECTACULAR	1	-	6	-	18	-	22	11	-	11	4	66
PENITENTIARY	-	-	-	-	-	-	-	12	-	11	5	33
STATISTIC	-	-	-	-	-	-	-	9	-	9	3	-
RUINING	-	-	-	-	-	-	-	7	-	-	-	-
BREATHS	-	-	-	-	-	-	-	7	-	-	-	-
DRONE	-	-	3	-	3	-	3	5	-	4	1	42
TOWARDS	18	-	14	-	39	-	64	7	-	-	2	44
HEART	14	605	15	578	98	617	173	5	538	3	1	2067
FUTURES	-	-	-	-	-	-	-	7	-	-	-	-
KITS	3	-	-	-	-	-	-	4	-	-	-	-
ACCEPTED	8	-	-	-	-	-	-	8	-	-	-	-
FACTORS	2	-	-	-	-	-	-	7	-	-	-	-
NIBBLED	-	-	-	-	-	-	-	7	-	-	-	-
SI	-	-	1	-	1	-	1	2	-	2	1	-
FEWER	1	-	-	-	-	-	-	5	-	-	-	-
PROHIBITION	-	-	6	-	9	-	13	11	-	9	4	96
GANG	1	492	7	515	13	535	22	4	-	3	1	253
FAIRS	-	-	-	-	-	-	-	5	-	-	-	-
OVERHEAT	-	-	1	-	1	-	1	8	-	6	3	-
JUDGMENT	-	-	11	-	49	-	60	8	-	7	2	213
ATTEST	-	-	2	-	2	-	2	6	-	5	2	15
THE	6833	237	15	625	500	209	69971	3	212	2	1	236472
BABIES	3	-	-	-	-	-	-	6	-	-	-	-
SPEAKING	18	-	13	-	56	-	62	8	-	-	2	25
BELONGINGS	-	-	-	-	-	-	-	10	-	-	-	-
COMB	-	-	3	-	5	-	6	4	-	3	1	96
CARDAMOM	-	-	1	-	1	-	1	8	-	7	3	-
MAGICALLY	-	-	-	-	-	-	-	9	-	-	-	-
MUSKETEERS	-	-	-	-	-	-	-	10	-	-	-	-
QUENCH	-	-	1	-	1	-	1	6	-	6	1	10
SINGS	-	-	-	-	-	-	-	5	-	-	-	-
EXTRANEOUS	-	-	2	-	3	-	3	10	-	10	3	-
ERA	-	-	11	-	23	-	30	3	-	3	2	61
FIASCO	-	-	4	-	4	-	4	6	-	6	3	-
VIOLENCE	-	-	9	-	30	-	46	8	-	-	2	81
VIOLENCE	-	-	9	-	30	-	46	8	-	7	3	81
INTERVENTION	1	-	7	-	13	-	20	12	-	10	4	15
DESERVING	-	-	-	-	-	-	-	9	-	-	-	-
FROGGY	-	-	-	-	-	-	-	6	-	5	2	-
ACQUIRE	-	-	9	-	24	-	27	7	-	5	3	221
ENOUGH	106	246	15	545	256	345	430	6	359	4	2	2113
RICH	7	377	13	575	60	467	74	4	503	4	1	656
CAVORTING	-	-	-	-	-	-	-	9	-	-	-	-
SWEATING	-	-	4	-	4	-	4	8	-	-	2	-
SLOW	4	293	11	602	46	377	60	4	425	3	1	434
SUBSTITUTE	2	400	9	505	21	360	22	10	-	10	3	155
ESTABLISHMENTS	-	-	-	-	-	-	-	14	-	-	-	-
SUPPLICATION	-	324	-	236	-	326	-	12	-	10	4	6
SCORES	-	-	-	-	-	-	-	6	-	-	-	-
LOGGED	-	-	2	-	2	-	2	6	-	-	2	-
SLEEPER	-	-	1	-	1	-	1	7	-	5	2	23
UNNATURALLY	-	-	-	-	-	-	-	11	-	-	-	-
JOINTS	-	-	-	-	-	-	-	6	-	-	-	-
ARACHNIDS	-	-	-	-	-	-	-	9	-	-	-	-
CRUCIBLE	-	-	1	-	1	-	1	8	-	7	3	7
REASONABLY	8	-	-	-	-	-	-	10	-	-	-	-
SHARE	18	-	13	-	65	-	98	5	-	2	1	645
BELIEVE	26	-	15	-	130	-	200	7	-	5	2	1371
CORPS	-	438	12	433	41	408	109	5	390	2	1	56
ESPRIT	-	-	2	-	3	-	6	6	-	5	2	-
KNITTING	11	583	1	501	1	578	1	8	-	-	2	-
ESSENCES	-	-	-	-	-	-	-	8	-	-	-	-
VOLUME	7	418	11	526	49	464	135	6	-	6	2	211
BUREAUCRATIC	-	-	2	-	2	-	3	12	-	11	4	-
TASTEFUL	-	-	2	-	2	-	2	8	-	-	3	-
PAINTS	-	-	-	-	-	-	-	6	-	-	-	-
BUZZ	-	-	4	-	4	-	13	4	-	3	1	45
KINDLE	-	386	-	457	-	415	-	6	338	-	1	6
KINDLE	-	386	-	457	-	415	-	6	338	5	2	6
GROVE	-	538	5	374	11	470	14	5	-	4	1	66
FAMILIARITY	1	-	8	-	11	-	13	11	-	11	6	29
SMEARED	-	-	2	-	2	-	2	7	-	-	2	-
GRADUATED	2	-	6	-	11	-	13	9	-	-	3	-
PRODUCERS	-	-	-	-	-	-	-	9	-	-	-	-
CAPUCHIN	-	-	-	-	-	-	-	8	-	8	3	-
CLARIFICATION	-	-	3	-	5	-	5	13	-	12	5	-
COSY	1	-	1	-	1	-	1	4	-	4	2	6
SHAMPOO	-	-	1	-	2	-	2	7	-	5	2	17
STRATEGY	-	-	10	-	16	-	22	8	-	8	3	33
AFFAIRS	5	-	-	-	-	-	-	7	-	-	-	-
SOFT	5	414	11	590	49	476	61	4	476	4	1	549
LOADS	1	-	-	-	-	-	-	5	-	-	-	-
FRIEND	23	450	14	603	83	587	133	6	538	5	1	2553
TOUCHES	-	-	-	-	-	-	-	7	-	-	-	-
OUNCES	1	-	-	-	-	-	-	6	-	-	-	-
DERISION	-	-	3	-	4	-	4	8	-	7	3	14
VINEYARDS	-	-	-	-	-	-	-	9	-	-	-	-
HONORARY	-	-	1	-	2	-	2	8	-	7	4	6
ITEM	2	436	10	545	20	369	54	4	398	4	2	167
IMPLODE	-	-	-	-	-	-	-	7	-	6	2	-
WHITE	19	472	14	590	156	566	365	5	464	3	1	2663
SNOW	2	618	13	615	29	597	59	4	503	3	1	372
PROPOSAL	5	-	12	-	32	-	41	8	-	8	3	90
CARE	18	342	15	563	104	383	162	4	455	2	1	1622
FOWL	-	532	1	452	1	528	1	4	459	3	1	27
INCOMPLETE	-	-	3	-	9	-	13	10	-	9	3	10
OCCUR	6	-	11	-	35	-	43	5	-	3	2	400
PARROT	-	-	1	-	1	-	1	6	-	5	2	18
PROMOTION	3	368	9	532	14	367	26	9	-	8	3	50
SCRAPPY	-	-	-	-	-	-	-	7	-	6	2	-
WORK	192	402	15	603	311	458	760	4	558	3	1	2720
REGION	1	441	11	511	47	459	76	6	469	-	2	149
ENUMERATES	-	-	-	-	-	-	-	10	-	-	-	-
DWELLERS	-	-	-	-	-	-	-	8	-	-	-	-
LAMBS	-	-	-	-	-	-	-	5	-	-	-	-
LETTUCE	-	579	-	565	-	608	-	7	423	5	2	142
REGULAR	2	-	15	580	63	320	83	7	-	7	3	340
ROBERT	-	-	12	-	56	-	83	6	-	-	2	-
FLATTERING	-	-	1	-	1	-	1	10	-	-	3	35
FATALITY	-	-	1	-	1	-	1	8	-	8	4	10
ADMIRE	1	296	8	531	10	390	10	6	457	-	2	257
ADMIRE	1	296	8	531	10	390	10	6	457	5	3	257
EARTH	14	580	15	580	61	580	150	5	515	2	1	448
HEARTBURN	-	-	-	-	-	-	-	9	-	6	2	-
IMPAIRED	-	-	-	-	-	-	-	8	-	-	-	-
AZIMUTH	-	-	-	-	-	-	-	7	-	6	3	-
HOPES	4	-	-	-	-	-	-	5	-	-	-	-
END	116	320	15	592	246	462	410	3	498	3	1	1929
STRING	3	570	10	566	16	556	19	6	443	5	1	234
DESERT	1	-	12	-	17	-	21	6	-	5	2	282
